Tåguppdrag,Tågnr,Tågordning uppdrag,Datum (PAU),Tågslag,UppehållstypAvgång,UppehållstypAnkomst,Delsträckanummer,Första platssignatur,Första platssignatur för uppdrag,Sista platssignatur,Sista platssignatur för uppdrag,Avgångsplats,Från platssignatur,Ankomstplats,Till platssignatur,Sträcka med riktning,Inställelseorsakskod,Inställelseorsak,Ankomsttid,Avgångstid,Planerad ankomsttid,Planerad avgångstid,Dragfordonsid,Framförda tågkm,Rapporterad tågvikt,Rapporterad tåglängd,Antal rapporterade vagnar,Antal rapporterade hjulaxlar,Inställtflagga,Planeringsstatus
2523,002523,1,2015-01-01,RST,Uppehåll,Passage,13,KÄN,KÄN,VHE,VHE,Älvsjö,Äs,Högdalen,Hön,Äs-Hön,-,-,2015-01-01 10:32,2015-01-01 10:30,2015-01-01 10:33,2015-01-01 10:30,X606075,3.62386,206.00,107.10,0,14,N,P
2523,002523,1,2015-01-01,RST,Passage,Uppehåll,14,KÄN,KÄN,VHE,VHE,Högdalen,Hön,Farsta strand,Fas,Hön-Fas,-,-,2015-01-01 10:34,2015-01-01 10:32,2015-01-01 10:36,2015-01-01 10:33,X606075,3.97423,206.00,107.10,0,14,N,P
2523,002523,1,2015-01-01,RST,Uppehåll,Uppehåll,15,KÄN,KÄN,VHE,VHE,Farsta strand,Fas,Trångsund,Tåd,Fas-Tåd,-,-,2015-01-01 10:37,2015-01-01 10:36,2015-01-01 10:38,2015-01-01 10:36,X606075,2.03665,206.00,107.10,0,14,N,P
2523,002523,1,2015-01-01,RST,Uppehåll,Uppehåll,16,KÄN,KÄN,VHE,VHE,Trångsund,Tåd,Skogås,Skg,Tåd-Skg,-,-,2015-01-01 10:39,2015-01-01 10:38,2015-01-01 10:40,2015-01-01 10:38,X606075,1.65807,206.00,107.10,0,14,N,P
2523,002523,1,2015-01-01,RST,Uppehåll,Uppehåll,17,KÄN,KÄN,VHE,VHE,Skogås,Skg,Handen,Hnd,Skg-Hnd,-,-,2015-01-01 10:44,2015-01-01 10:40,2015-01-01 10:46,2015-01-01 10:40,X606075,6.50980,206.00,107.10,0,14,N,P
2523,002523,1,2015-01-01,RST,Uppehåll,Uppehåll,18,KÄN,KÄN,VHE,VHE,Handen,Hnd,Jordbro,Jbo,Hnd-Jbo,-,-,2015-01-01 10:47,2015-01-01 10:46,2015-01-01 10:49,2015-01-01 10:46,X606075,2.70859,206.00,107.10,0,14,N,P
2523,002523,1,2015-01-01,RST,Uppehåll,Sista,19,KÄN,KÄN,VHE,VHE,Jordbro,Jbo,Västerhaninge,Vhe,Jbo-Vhe,-,-,2015-01-01 10:50,2015-01-01 10:49,2015-01-01 10:52,2015-01-01 10:49,X606075,2.62940,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Första,Uppehåll,1,VHE,VHE,KÄN,KÄN,Västerhaninge,Vhe,Jordbro,Jbo,Vhe-Jbo,-,-,2015-01-01 10:10,2015-01-01 10:08,2015-01-01 10:11,2015-01-01 10:08,X606013,2.62940,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Uppehåll,Uppehåll,2,VHE,VHE,KÄN,KÄN,Jordbro,Jbo,Handen,Hnd,Jbo-Hnd,-,-,2015-01-01 10:13,2015-01-01 10:11,2015-01-01 10:14,2015-01-01 10:11,X606013,2.70859,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Uppehåll,Uppehåll,3,VHE,VHE,KÄN,KÄN,Handen,Hnd,Skogås,Skg,Hnd-Skg,-,-,2015-01-01 10:17,2015-01-01 10:14,2015-01-01 10:20,2015-01-01 10:14,X606013,6.50980,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Uppehåll,Uppehåll,4,VHE,VHE,KÄN,KÄN,Skogås,Skg,Trångsund,Tåd,Skg-Tåd,-,-,2015-01-01 10:21,2015-01-01 10:20,2015-01-01 10:22,2015-01-01 10:20,X606013,1.65807,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Uppehåll,Uppehåll,5,VHE,VHE,KÄN,KÄN,Trångsund,Tåd,Farsta strand,Fas,Tåd-Fas,-,-,2015-01-01 10:24,2015-01-01 10:22,2015-01-01 10:25,2015-01-01 10:22,X606013,2.03665,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Uppehåll,Passage,6,VHE,VHE,KÄN,KÄN,Farsta strand,Fas,Högdalen,Hön,Fas-Hön,-,-,2015-01-01 10:27,2015-01-01 10:25,2015-01-01 10:28,2015-01-01 10:25,X606013,3.97423,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Passage,Uppehåll,7,VHE,VHE,KÄN,KÄN,Högdalen,Hön,Älvsjö,Äs,Hön-Äs,-,-,2015-01-01 10:29,2015-01-01 10:27,2015-01-01 10:31,2015-01-01 10:28,X606013,3.62386,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Uppehåll,Uppehåll,8,VHE,VHE,KÄN,KÄN,Älvsjö,Äs,Årstaberg,Åbe,Äs-Åbe,-,-,2015-01-01 10:33,2015-01-01 10:31,2015-01-01 10:34,2015-01-01 10:31,X606013,2.91984,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Uppehåll,Uppehåll,9,VHE,VHE,KÄN,KÄN,Årstaberg,Åbe,Stockholm Södra,Sst,Åbe-Sst,-,-,2015-01-01 10:36,2015-01-01 10:34,2015-01-01 10:37,2015-01-01 10:34,X606013,2.61269,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Uppehåll,Uppehåll,10,VHE,VHE,KÄN,KÄN,Stockholm Södra,Sst,Stockholm C,Cst,Sst-Cst,-,-,2015-01-01 10:39,2015-01-01 10:37,2015-01-01 10:41,2015-01-01 10:37,X606013,2.33011,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Uppehåll,Uppehåll,11,VHE,VHE,KÄN,KÄN,Stockholm C,Cst,Karlberg,Ke,Cst-Ke,-,-,2015-01-01 10:45,2015-01-01 10:43,2015-01-01 10:46,2015-01-01 10:43,X606013,2.08800,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Uppehåll,Passage,12,VHE,VHE,KÄN,KÄN,Karlberg,Ke,Huvudsta,Huv,Ke-Huv,-,-,2015-01-01 10:48,2015-01-01 10:46,2015-01-01 10:49,2015-01-01 10:46,X606013,2.45735,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Passage,Uppehåll,13,VHE,VHE,KÄN,KÄN,Huvudsta,Huv,Sundbyberg,Sub,Huv-Sub,-,-,2015-01-01 10:50,2015-01-01 10:48,2015-01-01 10:51,2015-01-01 10:49,X606013,1.94789,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Uppehåll,Passage,14,VHE,VHE,KÄN,KÄN,Sundbyberg,Sub,Duvbo,Duo,Sub-Duo,-,-,2015-01-01 10:53,2015-01-01 10:51,2015-01-01 10:53,2015-01-01 10:51,X606013,2.52229,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Passage,Uppehåll,15,VHE,VHE,KÄN,KÄN,Duvbo,Duo,Spånga,Spå,Duo-Spå,-,-,2015-01-01 10:54,2015-01-01 10:53,2015-01-01 10:55,2015-01-01 10:53,X606013,2.50390,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Uppehåll,Uppehåll,16,VHE,VHE,KÄN,KÄN,Spånga,Spå,Barkarby,Bkb,Spå-Bkb,-,-,2015-01-01 10:57,2015-01-01 10:55,2015-01-01 10:58,2015-01-01 10:55,X606013,3.17353,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Uppehåll,Uppehåll,17,VHE,VHE,KÄN,KÄN,Barkarby,Bkb,Jakobsberg,Jkb,Bkb-Jkb,-,-,2015-01-01 11:01,2015-01-01 10:58,2015-01-01 11:03,2015-01-01 10:58,X606013,2.90488,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Uppehåll,Uppehåll,18,VHE,VHE,KÄN,KÄN,Jakobsberg,Jkb,Kallhäll,Khä,Jkb-Khä,-,-,2015-01-01 11:06,2015-01-01 11:03,2015-01-01 11:07,2015-01-01 11:03,X606013,3.58323,206.00,107.10,0,14,N,P
2524,002524,1,2015-01-01,RST,Uppehåll,Sista,19,VHE,VHE,KÄN,KÄN,Kallhäll,Khä,Kungsängen,Kän,Khä-Kän,-,-,2015-01-01 11:10,2015-01-01 11:07,2015-01-01 11:11,2015-01-01 11:07,X606013,5.16126,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Första,Uppehåll,1,KÄN,KÄN,VHE,VHE,Kungsängen,Kän,Kallhäll,Khä,Kän-Khä,-,-,2015-01-01 10:23,2015-01-01 10:20,2015-01-01 10:23,2015-01-01 10:19,X606027,5.16126,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Uppehåll,Uppehåll,2,KÄN,KÄN,VHE,VHE,Kallhäll,Khä,Jakobsberg,Jkb,Khä-Jkb,-,-,2015-01-01 10:27,2015-01-01 10:24,2015-01-01 10:27,2015-01-01 10:23,X606027,3.58323,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Uppehåll,Uppehåll,3,KÄN,KÄN,VHE,VHE,Jakobsberg,Jkb,Barkarby,Bkb,Jkb-Bkb,-,-,2015-01-01 10:29,2015-01-01 10:27,2015-01-01 10:30,2015-01-01 10:27,X606027,2.90488,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Uppehåll,Uppehåll,4,KÄN,KÄN,VHE,VHE,Barkarby,Bkb,Spånga,Spå,Bkb-Spå,-,-,2015-01-01 10:33,2015-01-01 10:30,2015-01-01 10:34,2015-01-01 10:30,X606027,3.17353,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Uppehåll,Passage,5,KÄN,KÄN,VHE,VHE,Spånga,Spå,Duvbo,Duo,Spå-Duo,-,-,2015-01-01 10:35,2015-01-01 10:34,2015-01-01 10:36,2015-01-01 10:34,X606027,2.50390,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Passage,Uppehåll,6,KÄN,KÄN,VHE,VHE,Duvbo,Duo,Sundbyberg,Sub,Duo-Sub,-,-,2015-01-01 10:37,2015-01-01 10:35,2015-01-01 10:39,2015-01-01 10:36,X606027,2.52229,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Uppehåll,Passage,7,KÄN,KÄN,VHE,VHE,Sundbyberg,Sub,Huvudsta,Huv,Sub-Huv,-,-,2015-01-01 10:40,2015-01-01 10:39,2015-01-01 10:41,2015-01-01 10:39,X606027,1.94789,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Passage,Uppehåll,8,KÄN,KÄN,VHE,VHE,Huvudsta,Huv,Karlberg,Ke,Huv-Ke,-,-,2015-01-01 10:42,2015-01-01 10:40,2015-01-01 10:43,2015-01-01 10:41,X606027,2.45735,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Uppehåll,Uppehåll,9,KÄN,KÄN,VHE,VHE,Karlberg,Ke,Stockholm C,Cst,Ke-Cst,-,-,2015-01-01 10:46,2015-01-01 10:43,2015-01-01 10:47,2015-01-01 10:43,X606027,2.08800,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Uppehåll,Uppehåll,10,KÄN,KÄN,VHE,VHE,Stockholm C,Cst,Stockholm Södra,Sst,Cst-Sst,-,-,2015-01-01 10:51,2015-01-01 10:49,2015-01-01 10:52,2015-01-01 10:49,X606027,2.33011,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Uppehåll,Uppehåll,11,KÄN,KÄN,VHE,VHE,Stockholm Södra,Sst,Årstaberg,Åbe,Sst-Åbe,-,-,2015-01-01 10:54,2015-01-01 10:52,2015-01-01 10:55,2015-01-01 10:52,X606027,2.61269,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Uppehåll,Uppehåll,12,KÄN,KÄN,VHE,VHE,Årstaberg,Åbe,Älvsjö,Äs,Åbe-Äs,-,-,2015-01-01 10:58,2015-01-01 10:56,2015-01-01 10:59,2015-01-01 10:55,X606027,2.91984,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Uppehåll,Passage,13,KÄN,KÄN,VHE,VHE,Älvsjö,Äs,Högdalen,Hön,Äs-Hön,-,-,2015-01-01 11:02,2015-01-01 11:00,2015-01-01 11:03,2015-01-01 11:00,X606027,3.62386,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Passage,Uppehåll,14,KÄN,KÄN,VHE,VHE,Högdalen,Hön,Farsta strand,Fas,Hön-Fas,-,-,2015-01-01 11:04,2015-01-01 11:02,2015-01-01 11:06,2015-01-01 11:03,X606027,3.97423,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Uppehåll,Uppehåll,15,KÄN,KÄN,VHE,VHE,Farsta strand,Fas,Trångsund,Tåd,Fas-Tåd,-,-,2015-01-01 11:08,2015-01-01 11:06,2015-01-01 11:08,2015-01-01 11:06,X606027,2.03665,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Uppehåll,Uppehåll,16,KÄN,KÄN,VHE,VHE,Trångsund,Tåd,Skogås,Skg,Tåd-Skg,-,-,2015-01-01 11:10,2015-01-01 11:09,2015-01-01 11:10,2015-01-01 11:08,X606027,1.65807,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Uppehåll,Uppehåll,17,KÄN,KÄN,VHE,VHE,Skogås,Skg,Handen,Hnd,Skg-Hnd,-,-,2015-01-01 11:15,2015-01-01 11:11,2015-01-01 11:16,2015-01-01 11:10,X606027,6.50980,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Uppehåll,Uppehåll,18,KÄN,KÄN,VHE,VHE,Handen,Hnd,Jordbro,Jbo,Hnd-Jbo,-,-,2015-01-01 11:17,2015-01-01 11:16,2015-01-01 11:19,2015-01-01 11:16,X606027,2.70859,206.00,107.10,0,14,N,P
2525,002525,1,2015-01-01,RST,Uppehåll,Sista,19,KÄN,KÄN,VHE,VHE,Jordbro,Jbo,Västerhaninge,Vhe,Jbo-Vhe,-,-,2015-01-01 11:21,2015-01-01 11:19,2015-01-01 11:22,2015-01-01 11:19,X606027,2.62940,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Första,Uppehåll,1,VHE,VHE,KÄN,KÄN,Västerhaninge,Vhe,Jordbro,Jbo,Vhe-Jbo,-,-,2015-01-01 10:40,2015-01-01 10:38,2015-01-01 10:41,2015-01-01 10:38,X606054,2.62940,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Uppehåll,Uppehåll,2,VHE,VHE,KÄN,KÄN,Jordbro,Jbo,Handen,Hnd,Jbo-Hnd,-,-,2015-01-01 10:43,2015-01-01 10:41,2015-01-01 10:44,2015-01-01 10:41,X606054,2.70859,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Uppehåll,Uppehåll,3,VHE,VHE,KÄN,KÄN,Handen,Hnd,Skogås,Skg,Hnd-Skg,-,-,2015-01-01 10:47,2015-01-01 10:44,2015-01-01 10:50,2015-01-01 10:44,X606054,6.50980,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Uppehåll,Uppehåll,4,VHE,VHE,KÄN,KÄN,Skogås,Skg,Trångsund,Tåd,Skg-Tåd,-,-,2015-01-01 10:51,2015-01-01 10:50,2015-01-01 10:52,2015-01-01 10:50,X606054,1.65807,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Uppehåll,Uppehåll,5,VHE,VHE,KÄN,KÄN,Trångsund,Tåd,Farsta strand,Fas,Tåd-Fas,-,-,2015-01-01 10:53,2015-01-01 10:52,2015-01-01 10:55,2015-01-01 10:52,X606054,2.03665,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Uppehåll,Passage,6,VHE,VHE,KÄN,KÄN,Farsta strand,Fas,Högdalen,Hön,Fas-Hön,-,-,2015-01-01 10:57,2015-01-01 10:55,2015-01-01 10:58,2015-01-01 10:55,X606054,3.97423,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Passage,Uppehåll,7,VHE,VHE,KÄN,KÄN,Högdalen,Hön,Älvsjö,Äs,Hön-Äs,-,-,2015-01-01 10:59,2015-01-01 10:57,2015-01-01 11:01,2015-01-01 10:58,X606054,3.62386,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Uppehåll,Uppehåll,8,VHE,VHE,KÄN,KÄN,Älvsjö,Äs,Årstaberg,Åbe,Äs-Åbe,-,-,2015-01-01 11:03,2015-01-01 11:01,2015-01-01 11:04,2015-01-01 11:01,X606054,2.91984,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Uppehåll,Uppehåll,9,VHE,VHE,KÄN,KÄN,Årstaberg,Åbe,Stockholm Södra,Sst,Åbe-Sst,-,-,2015-01-01 11:06,2015-01-01 11:04,2015-01-01 11:07,2015-01-01 11:04,X606054,2.61269,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Uppehåll,Uppehåll,10,VHE,VHE,KÄN,KÄN,Stockholm Södra,Sst,Stockholm C,Cst,Sst-Cst,-,-,2015-01-01 11:09,2015-01-01 11:07,2015-01-01 11:11,2015-01-01 11:07,X606054,2.33011,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Uppehåll,Uppehåll,11,VHE,VHE,KÄN,KÄN,Stockholm C,Cst,Karlberg,Ke,Cst-Ke,-,-,2015-01-01 11:15,2015-01-01 11:13,2015-01-01 11:16,2015-01-01 11:13,X606054,2.08800,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Uppehåll,Passage,12,VHE,VHE,KÄN,KÄN,Karlberg,Ke,Huvudsta,Huv,Ke-Huv,-,-,2015-01-01 11:18,2015-01-01 11:16,2015-01-01 11:19,2015-01-01 11:16,X606054,2.45735,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Passage,Uppehåll,13,VHE,VHE,KÄN,KÄN,Huvudsta,Huv,Sundbyberg,Sub,Huv-Sub,-,-,2015-01-01 11:19,2015-01-01 11:18,2015-01-01 11:21,2015-01-01 11:19,X606054,1.94789,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Uppehåll,Passage,14,VHE,VHE,KÄN,KÄN,Sundbyberg,Sub,Duvbo,Duo,Sub-Duo,-,-,2015-01-01 11:22,2015-01-01 11:21,2015-01-01 11:23,2015-01-01 11:21,X606054,2.52229,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Passage,Uppehåll,15,VHE,VHE,KÄN,KÄN,Duvbo,Duo,Spånga,Spå,Duo-Spå,-,-,2015-01-01 11:24,2015-01-01 11:22,2015-01-01 11:25,2015-01-01 11:23,X606054,2.50390,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Uppehåll,Uppehåll,16,VHE,VHE,KÄN,KÄN,Spånga,Spå,Barkarby,Bkb,Spå-Bkb,-,-,2015-01-01 11:27,2015-01-01 11:25,2015-01-01 11:28,2015-01-01 11:25,X606054,3.17353,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Uppehåll,Uppehåll,17,VHE,VHE,KÄN,KÄN,Barkarby,Bkb,Jakobsberg,Jkb,Bkb-Jkb,-,-,2015-01-01 11:31,2015-01-01 11:28,2015-01-01 11:33,2015-01-01 11:28,X606054,2.90488,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Uppehåll,Uppehåll,18,VHE,VHE,KÄN,KÄN,Jakobsberg,Jkb,Kallhäll,Khä,Jkb-Khä,-,-,2015-01-01 11:36,2015-01-01 11:33,2015-01-01 11:37,2015-01-01 11:33,X606054,3.58323,206.00,107.10,0,14,N,P
2526,002526,1,2015-01-01,RST,Uppehåll,Sista,19,VHE,VHE,KÄN,KÄN,Kallhäll,Khä,Kungsängen,Kän,Khä-Kän,-,-,2015-01-01 11:40,2015-01-01 11:37,2015-01-01 11:41,2015-01-01 11:37,X606054,5.16126,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Första,Uppehåll,1,KÄN,KÄN,VHE,VHE,Kungsängen,Kän,Kallhäll,Khä,Kän-Khä,-,-,2015-01-01 10:52,2015-01-01 10:49,2015-01-01 10:53,2015-01-01 10:49,X606083,5.16126,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Uppehåll,Uppehåll,2,KÄN,KÄN,VHE,VHE,Kallhäll,Khä,Jakobsberg,Jkb,Khä-Jkb,-,-,2015-01-01 10:56,2015-01-01 10:53,2015-01-01 10:57,2015-01-01 10:53,X606083,3.58323,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Uppehåll,Uppehåll,3,KÄN,KÄN,VHE,VHE,Jakobsberg,Jkb,Barkarby,Bkb,Jkb-Bkb,-,-,2015-01-01 10:59,2015-01-01 10:57,2015-01-01 11:00,2015-01-01 10:57,X606083,2.90488,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Uppehåll,Uppehåll,4,KÄN,KÄN,VHE,VHE,Barkarby,Bkb,Spånga,Spå,Bkb-Spå,-,-,2015-01-01 11:03,2015-01-01 11:01,2015-01-01 11:04,2015-01-01 11:00,X606083,3.17353,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Uppehåll,Passage,5,KÄN,KÄN,VHE,VHE,Spånga,Spå,Duvbo,Duo,Spå-Duo,-,-,2015-01-01 11:05,2015-01-01 11:04,2015-01-01 11:06,2015-01-01 11:04,X606083,2.50390,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Passage,Uppehåll,6,KÄN,KÄN,VHE,VHE,Duvbo,Duo,Sundbyberg,Sub,Duo-Sub,-,-,2015-01-01 11:07,2015-01-01 11:05,2015-01-01 11:09,2015-01-01 11:06,X606083,2.52229,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Uppehåll,Passage,7,KÄN,KÄN,VHE,VHE,Sundbyberg,Sub,Huvudsta,Huv,Sub-Huv,-,-,2015-01-01 11:11,2015-01-01 11:09,2015-01-01 11:11,2015-01-01 11:09,X606083,1.94789,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Passage,Uppehåll,8,KÄN,KÄN,VHE,VHE,Huvudsta,Huv,Karlberg,Ke,Huv-Ke,-,-,2015-01-01 11:13,2015-01-01 11:11,2015-01-01 11:13,2015-01-01 11:11,X606083,2.45735,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Uppehåll,Uppehåll,9,KÄN,KÄN,VHE,VHE,Karlberg,Ke,Stockholm C,Cst,Ke-Cst,-,-,2015-01-01 11:17,2015-01-01 11:14,2015-01-01 11:17,2015-01-01 11:13,X606083,2.08800,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Uppehåll,Uppehåll,10,KÄN,KÄN,VHE,VHE,Stockholm C,Cst,Stockholm Södra,Sst,Cst-Sst,-,-,2015-01-01 11:21,2015-01-01 11:19,2015-01-01 11:22,2015-01-01 11:19,X606083,2.33011,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Uppehåll,Uppehåll,11,KÄN,KÄN,VHE,VHE,Stockholm Södra,Sst,Årstaberg,Åbe,Sst-Åbe,-,-,2015-01-01 11:24,2015-01-01 11:22,2015-01-01 11:25,2015-01-01 11:22,X606083,2.61269,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Uppehåll,Uppehåll,12,KÄN,KÄN,VHE,VHE,Årstaberg,Åbe,Älvsjö,Äs,Åbe-Äs,-,-,2015-01-01 11:27,2015-01-01 11:25,2015-01-01 11:29,2015-01-01 11:25,X606083,2.91984,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Uppehåll,Passage,13,KÄN,KÄN,VHE,VHE,Älvsjö,Äs,Högdalen,Hön,Äs-Hön,-,-,2015-01-01 11:32,2015-01-01 11:30,2015-01-01 11:33,2015-01-01 11:30,X606083,3.62386,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Passage,Uppehåll,14,KÄN,KÄN,VHE,VHE,Högdalen,Hön,Farsta strand,Fas,Hön-Fas,-,-,2015-01-01 11:34,2015-01-01 11:32,2015-01-01 11:36,2015-01-01 11:33,X606083,3.97423,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Uppehåll,Uppehåll,15,KÄN,KÄN,VHE,VHE,Farsta strand,Fas,Trångsund,Tåd,Fas-Tåd,-,-,2015-01-01 11:37,2015-01-01 11:36,2015-01-01 11:38,2015-01-01 11:36,X606083,2.03665,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Uppehåll,Uppehåll,16,KÄN,KÄN,VHE,VHE,Trångsund,Tåd,Skogås,Skg,Tåd-Skg,-,-,2015-01-01 11:39,2015-01-01 11:38,2015-01-01 11:40,2015-01-01 11:38,X606083,1.65807,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Uppehåll,Uppehåll,17,KÄN,KÄN,VHE,VHE,Skogås,Skg,Handen,Hnd,Skg-Hnd,-,-,2015-01-01 11:44,2015-01-01 11:41,2015-01-01 11:46,2015-01-01 11:40,X606083,6.50980,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Uppehåll,Uppehåll,18,KÄN,KÄN,VHE,VHE,Handen,Hnd,Jordbro,Jbo,Hnd-Jbo,-,-,2015-01-01 11:47,2015-01-01 11:46,2015-01-01 11:49,2015-01-01 11:46,X606083,2.70859,206.00,107.10,0,14,N,P
2527,002527,1,2015-01-01,RST,Uppehåll,Sista,19,KÄN,KÄN,VHE,VHE,Jordbro,Jbo,Västerhaninge,Vhe,Jbo-Vhe,-,-,2015-01-01 11:51,2015-01-01 11:49,2015-01-01 11:52,2015-01-01 11:49,X606083,2.62940,206.00,107.10,0,14,N,P
2528,002528,1,2015-01-01,RST,Första,Uppehåll,1,VHE,VHE,KÄN,KÄN,Västerhaninge,Vhe,Jordbro,Jbo,Vhe-Jbo,-,-,2015-01-01 11:10,2015-01-01 11:08,2015-01-01 11:11,2015-01-01 11:08,X606075,2.62940,206.00,107.10,0,14,N,P
2528,002528,1,2015-01-01,RST,Uppehåll,Uppehåll,2,VHE,VHE,KÄN,KÄN,Jordbro,Jbo,Handen,Hnd,Jbo-Hnd,-,-,2015-01-01 11:12,2015-01-01 11:11,2015-01-01 11:14,2015-01-01 11:11,X606075,2.70859,206.00,107.10,0,14,N,P
2528,002528,1,2015-01-01,RST,Uppehåll,Uppehåll,3,VHE,VHE,KÄN,KÄN,Handen,Hnd,Skogås,Skg,Hnd-Skg,-,-,2015-01-01 11:17,2015-01-01 11:14,2015-01-01 11:20,2015-01-01 11:14,X606075,6.50980,206.00,107.10,0,14,N,P
2528,002528,1,2015-01-01,RST,Uppehåll,Uppehåll,4,VHE,VHE,KÄN,KÄN,Skogås,Skg,Trångsund,Tåd,Skg-Tåd,-,-,2015-01-01 11:21,2015-01-01 11:20,2015-01-01 11:22,2015-01-01 11:20,X606075,1.65807,206.00,107.10,0,14,N,P
2528,002528,1,2015-01-01,RST,Uppehåll,Uppehåll,5,VHE,VHE,KÄN,KÄN,Trångsund,Tåd,Farsta strand,Fas,Tåd-Fas,-,-,2015-01-01 11:23,2015-01-01 11:22,2015-01-01 11:25,2015-01-01 11:22,X606075,2.03665,206.00,107.10,0,14,N,P
